380729.76346643,4944398.45644395,1
380729.71752695,4944391.77911953,1
380732.57803821,4944382.53096735,1
380738.14616665,4944373.60945542,1
380744.35579579,4944367.72994675,1
380754.16174136,4944357.11652553,1
380763.67303279,4944341.69907096,1
380771.27661917,4944328.84004448,1
380780.08889017,4944313.96118424,1
380785.78470142,4944301.08721963,1
380789.10963055,4944289.64301508,1
380790.38921268,4944286.84450774,1
